id,property_type,room_type,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people
214784,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,$20.00 ,2,31,t,2,1,1,1,1,20
214855,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$0.00 ,3,22,t,3,1,1,2,1,15
220445,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$200.00 ,$75.00 ,30,365,t,2,1,1,2,2,0
220808,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$20.00 ,2,15,t,2,0.5,1,2,1,20
221015,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$0.00 ,$30.00 ,1,90,t,4,1,2,2,2,10
222784,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$500.00 ,$60.00 ,60,1125,t,2,1,1,2,1,10
223622,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$400.00 ,$50.00 ,2,28,t,3,1,1,1,1,15
226925,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$100.00 ,$30.00 ,2,365,t,4,1,1,3,1,25
227072,Apartment,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",,$40.00 ,5,365,t,5,2,3,3,4,20
228964,Apartment,Private room,Futon,$95.00 ,$665.00 ,"$2,850.00 ",$850.00 ,$20.00 ,1,24,t,1,1,1,2,1,18
229075,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$200.00 ,$35.00 ,14,900,t,4,1,2,2,2,10
229099,House,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,1,30,t,1,1,1,1,1,10
229348,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$150.00 ,$29.00 ,5,365,t,2,1,1,2,2,10
229363,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$150.00 ,$29.00 ,4,365,t,2,1,1,1,2,10
229776,Apartment,Private room,Real Bed,$46.00 ,$322.00 ,"$1,380.00 ",$0.00 ,$10.00 ,3,60,t,2,1,1,1,1,8
230611,House,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ","$2,400.00 ",$200.00 ,60,365,t,8,2.5,4,8,4,10
230824,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,$89.00 ,$20.00 ,1,90,t,3,1,1,2,1,22
231220,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,$150.00 ,$30.00 ,60,365,t,1,1,1,1,1,0
231598,Apartment,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$0.00 ,$70.00 ,60,365,t,2,1,1,1,2,5
231853,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$500.00 ,$30.00 ,60,365,t,2,1,1,1,1,0
233083,Apartment,Entire home/apt,Real Bed,$98.00 ,$686.00 ,"$2,940.00 ","$1,000.00 ",$75.00 ,60,730,t,2,1,1,1,2,15
233453,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,,$20.00 ,2,14,t,2,1,1,1,1,13
233770,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$25.00 ,2,180,t,4,1,1,4,2,12
235766,Apartment,Entire home/apt,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",,$20.00 ,120,360,t,2,1,1,2,1,0
236509,Apartment,Entire home/apt,Real Bed,$82.00 ,$574.00 ,"$2,460.00 ",,$30.00 ,90,365,t,4,1,2,2,2,6
236552,Apartment,Private room,Real Bed,$46.00 ,$322.00 ,"$1,380.00 ",$0.00 ,$35.00 ,1,60,t,4,1,1,2,2,28
237038,Bed and breakfast,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$0.00 ,2,500,t,1,2,1,1,1,40
237359,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$30.00 ,5,30,t,2,1,1,2,1,15
237670,Apartment,Entire home/apt,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",,$15.00 ,2,365,t,3,1,0,1,1,5
238275,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",,$30.00 ,8,12,t,4,1,2,4,1,10
238396,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$25.00 ,3,30,t,2,1,1,2,1,0
238569,Apartment,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",,$35.00 ,4,1125,t,2,1,1,1,1,8
239139,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$299.00 ,$35.00 ,90,365,t,2,1,1,2,2,20
239314,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$20.00 ,1,120,t,2,1,1,1,1,20
240169,Apartment,Private room,Real Bed,$31.00 ,$217.00 ,$930.00 ,$150.00 ,$25.00 ,3,60,t,2,1,1,1,1,12
240735,House,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$100.00 ,$35.00 ,5,180,t,1,2,1,1,1,20
242366,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$200.00 ,$49.00 ,2,365,t,2,1,1,1,2,18
242794,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$400.00 ,$60.00 ,4,365,t,2,2,1,2,2,0
242908,Condominium,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,$38.00 ,5,365,t,4,1,1,3,1,0
242927,Condominium,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,$38.00 ,5,365,t,4,1,1,2,1,0
242978,Apartment,Entire home/apt,Real Bed,$63.00 ,$441.00 ,"$1,890.00 ",$150.00 ,$20.00 ,2,365,t,4,1,0,1,2,5
243057,Apartment,Entire home/apt,Real Bed,$175.00 ,"$1,225.00 ","$5,250.00 ",$750.00 ,$80.00 ,2,1095,t,5,1,1,3,4,45
243063,Apartment,Entire home/apt,Real Bed,$130.00 ,$910.00 ,"$3,900.00 ",$100.00 ,$55.00 ,1,365,t,5,1,2,5,2,11
243081,Apartment,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$100.00 ,$60.00 ,1,365,t,8,1,2,8,2,16
243238,Apartment,Entire home/apt,Real Bed,$64.00 ,$448.00 ,"$1,920.00 ",$100.00 ,$0.00 ,2,365,t,4,1,2,4,2,15
244425,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$800.00 ,$50.00 ,90,1125,t,3,1,1,1,2,10
244924,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$100.00 ,$15.00 ,1,20,t,3,1,1,2,1,15
245744,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$120.00 ,$45.00 ,3,365,t,6,1,3,6,1,0
245809,Condominium,Entire home/apt,Real Bed,$76.00 ,$532.00 ,"$2,280.00 ",$100.00 ,$40.00 ,2,365,t,4,1,1,4,2,20
245827,Apartment,Entire home/apt,Real Bed,$79.00 ,$553.00 ,"$2,370.00 ",$100.00 ,$40.00 ,2,365,t,4,1,1,2,2,20
245991,Apartment,Entire home/apt,Real Bed,$23.00 ,$161.00 ,$690.00 ,$650.00 ,,30,365,t,2,,1,2,2,0
246007,Apartment,Entire home/apt,Real Bed,$19.00 ,$133.00 ,$570.00 ,$550.00 ,,30,365,t,2,,1,2,2,0
248192,Apartment,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$0.00 ,$59.00 ,1,365,t,3,1,0,2,1,9
248375,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$200.00 ,$20.00 ,14,1125,t,3,1.5,1,2,1,10
249220,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,2,760,t,3,1,1,2,1,0
249419,Loft,Entire home/apt,Real Bed,$91.00 ,$637.00 ,"$2,730.00 ",$0.00 ,$0.00 ,3,4,t,2,1,1,1,1,0
250007,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",,$30.00 ,2,1125,t,4,1,1,2,2,10
250023,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",,$31.00 ,90,365,t,6,1,2,4,2,12
250067,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$350.00 ,$50.00 ,4,21,t,2,1,2,1,2,5
250121,House,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,3,365,t,1,1,1,1,1,0
250138,House,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,7,365,t,2,1,1,1,1,0
250171,House,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,3,14,t,2,1,1,1,1,0
250253,Apartment,Entire home/apt,Real Bed,$93.00 ,$651.00 ,"$2,790.00 ",$100.00 ,$50.00 ,3,30,t,6,2,2,5,2,11
250376,Loft,Private room,Real Bed,$175.00 ,"$1,225.00 ","$5,250.00 ",$300.00 ,$40.00 ,2,14,t,8,1,1,5,1,45
250684,House,Private room,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,,3,365,t,4,1,1,2,1,0
250687,Apartment,Entire home/apt,Real Bed,$52.00 ,$364.00 ,"$1,560.00 ",$0.00 ,$25.00 ,3,61,t,3,1,1,2,1,18
250704,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$0.00 ,$39.00 ,3,60,t,4,1,1,2,2,18
250707,Apartment,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$100.00 ,$35.00 ,3,365,t,4,1,1,1,1,10
250729,Apartment,Entire home/apt,Real Bed,$72.00 ,$504.00 ,"$2,160.00 ",$100.00 ,$50.00 ,3,365,t,6,1,2,3,2,11
250753,Condominium,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$100.00 ,$50.00 ,3,365,t,6,1.5,2,5,2,10
251398,House,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,1,1125,t,2,1,1,1,1,10
251548,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$400.00 ,$39.00 ,1,365,t,4,1,2,2,2,30
252664,Apartment,Entire home/apt,Real Bed,$79.00 ,$553.00 ,"$2,370.00 ",$400.00 ,$30.00 ,2,30,t,2,1,1,1,1,10
252699,Apartment,Entire home/apt,Real Bed,$56.00 ,$392.00 ,"$1,680.00 ","$1,600.00 ",$60.00 ,60,1125,t,4,1,1,1,2,20
252933,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,$0.00 ,$10.00 ,2,4,t,1,1,1,1,1,20
252967,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,,$15.00 ,2,365,t,4,2,1,2,1,16
252993,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,,$15.00 ,2,365,t,5,2,1,3,1,16
253005,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,,$15.00 ,2,90,t,2,2,1,2,1,16
253128,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$100.00 ,$33.00 ,3,100,t,2,1,1,1,1,21
254576,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$0.00 ,$40.00 ,91,365,t,2,1,1,3,2,10
254762,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$200.00 ,$40.00 ,93,1100,t,4,1,1,2,1,0
254788,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$100.00 ,$40.00 ,93,1000,t,3,1,2,3,3,5
255557,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$300.00 ,$64.00 ,3,31,t,4,1,0,2,2,13
255722,Condominium,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$150.00 ,,3,365,t,5,1,2,5,2,7
255778,Apartment,Entire home/apt,Real Bed,$96.00 ,$672.00 ,"$2,880.00 ",,$30.00 ,2,365,t,6,1,2,6,3,10
255829,Apartment,Entire home/apt,Real Bed,$51.00 ,$357.00 ,"$1,530.00 ",,$30.00 ,3,365,t,6,2,2,3,2,13
256058,Apartment,Private room,Real Bed,$33.00 ,$231.00 ,$990.00 ,,$29.00 ,1,14,t,1,1,1,1,1,0
257317,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",$100.00 ,$30.00 ,2,365,t,2,1,2,2,2,5
257373,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$200.00 ,$49.00 ,2,1124,t,3,2,0,3,2,25
257658,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$150.00 ,$23.00 ,2,30,t,2,1.5,1,1,1,12
257766,Loft,Entire home/apt,Real Bed,$148.00 ,"$1,036.00 ","$4,440.00 ",$500.00 ,$60.00 ,5,63,t,2,1.5,1,2,1,25
260095,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$30.00 ,1,365,t,4,1,1,2,2,15
260104,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$0.00 ,$36.00 ,5,90,t,2,1,1,1,1,0
260365,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$300.00 ,$20.00 ,4,90,t,2,,1,1,1,0
261205,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$400.00 ,$100.00 ,14,60,t,2,1,1,1,1,30
261452,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$0.00 ,$20.00 ,3,365,t,2,1,1,1,2,5
261834,Bed and breakfast,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$0.00 ,2,60,t,1,2,1,1,1,40
261937,Other,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$500.00 ,$30.00 ,58,200,t,1,1,1,1,1,10
263817,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$35.00 ,2,31,t,1,1,1,1,1,35
264459,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$25.00 ,2,30,t,2,1,1,1,1,0
265286,Island,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$300.00 ,$60.00 ,5,365,t,6,1,2,3,2,20
265354,Hostel,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$0.00 ,1,7,t,4,1,1,4,1,0
265389,Hostel,Private room,Real Bed,$19.00 ,$133.00 ,$570.00 ,$0.00 ,$0.00 ,1,365,t,1,0,1,1,1,0
265394,Hostel,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,,,1,365,t,2,0,1,2,1,0
265400,Hostel,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$0.00 ,$0.00 ,1,365,t,2,0,1,2,1,0
265402,Hostel,Shared room,Real Bed,$9.00 ,$63.00 ,$270.00 ,$0.00 ,$0.00 ,1,365,t,3,0,1,3,1,25
265408,Hostel,Shared room,Real Bed,$9.00 ,$63.00 ,$270.00 ,$0.00 ,$0.00 ,1,365,t,4,0,1,4,1,24
265416,Hostel,Shared room,Real Bed,$9.00 ,$63.00 ,$270.00 ,$0.00 ,$0.00 ,1,365,t,6,0,1,6,1,20
265433,Hostel,Shared room,Real Bed,$9.00 ,$63.00 ,$270.00 ,$0.00 ,$0.00 ,1,365,t,6,0,1,6,1,20
265444,Hostel,Shared room,Real Bed,$9.00 ,$63.00 ,$270.00 ,$0.00 ,$0.00 ,1,365,t,8,0,1,8,1,20
265955,Apartment,Entire home/apt,Pull-out Sofa,$55.00 ,$385.00 ,"$1,650.00 ","$1,000.00 ",$60.00 ,93,365,t,2,1,1,2,1,12
266086,Apartment,Entire home/apt,Real Bed,$85.00 ,$595.00 ,"$2,550.00 ",$200.00 ,$37.00 ,3,365,t,4,1,1,3,1,0
266181,Apartment,Entire home/apt,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",$150.00 ,$15.00 ,7,365,t,2,1,1,1,1,12
267399,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$500.00 ,$40.00 ,62,1125,t,5,1,1,2,2,30
267764,Apartment,Entire home/apt,Real Bed,$129.00 ,$903.00 ,"$3,870.00 ",$400.00 ,$35.00 ,2,62,t,3,1,1,2,2,10
267951,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$250.00 ,$30.00 ,2,500,t,4,1,2,4,1,30
268910,House,Entire home/apt,Real Bed,$46.00 ,$322.00 ,"$1,380.00 ",,,3,90,t,4,1.5,2,4,1,12
268967,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$20.00 ,3,760,t,2,1,1,1,2,5
268974,Apartment,Entire home/apt,Real Bed,$53.00 ,$371.00 ,"$1,590.00 ",,,5,30,t,4,1,1,1,2,10
269455,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$800.00 ,$50.00 ,1,365,t,4,1,1,1,2,10
270477,Apartment,Entire home/apt,Real Bed,$89.00 ,$623.00 ,"$2,670.00 ",$500.00 ,$65.00 ,3,1125,t,3,1,1,2,1,17
271340,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$0.00 ,$30.00 ,5,1124,t,2,1,1,2,1,0
271739,Apartment,Private room,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",$300.00 ,$10.00 ,3,10,t,2,1,1,1,1,15
273011,Apartment,Entire home/apt,Real Bed,$125.00 ,$875.00 ,"$3,750.00 ","$2,000.00 ",$60.00 ,3,160,t,8,2.5,2,8,2,20
273076,Apartment,Entire home/apt,Real Bed,$61.00 ,$427.00 ,"$1,830.00 ",$200.00 ,$30.00 ,4,365,t,4,1,1,4,2,12
273106,Apartment,Entire home/apt,Real Bed,$64.00 ,$448.00 ,"$1,920.00 ",$150.00 ,$32.00 ,62,365,t,4,1,1,4,2,12
274072,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,$30.00 ,3,365,t,2,,1,1,1,0
274623,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,$30.00 ,3,760,t,2,1,1,1,1,10
274686,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$400.00 ,$20.00 ,3,20,t,3,1,1,1,2,30
274798,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$175.00 ,$50.00 ,2,20,t,2,1,1,1,1,25
275472,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$400.00 ,$60.00 ,2,365,t,4,1,3,3,1,35
276044,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$900.00 ,$50.00 ,90,160,t,4,1,1,2,2,10
277653,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ","$1,000.00 ",$40.00 ,60,1125,t,4,1,2,2,2,10
278860,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$300.00 ,$50.00 ,3,1120,t,5,1.5,3,3,1,20
279315,Train,Private room,Futon,$40.00 ,$280.00 ,"$1,200.00 ",$350.00 ,$50.00 ,20,90,t,1,1,1,1,2,10
279344,Apartment,Private room,Real Bed,$76.00 ,$532.00 ,"$2,280.00 ",$200.00 ,$69.00 ,2,365,t,2,1,2,2,1,20
279504,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$500.00 ,$150.00 ,270,360,t,3,1,2,3,4,30
281152,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$500.00 ,$60.00 ,14,28,t,3,1,2,2,1,0
282214,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$150.00 ,,3,90,t,1,1,1,1,1,0
282773,Apartment,Entire home/apt,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",$800.00 ,$30.00 ,30,365,t,2,1,1,1,1,0
282786,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$30.00 ,3,365,t,2,1,1,1,1,0
282797,Apartment,Entire home/apt,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",$800.00 ,$30.00 ,30,365,t,2,1,1,1,1,0
284390,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$200.00 ,$40.00 ,1,1125,t,4,1,0,2,2,15
288484,Apartment,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$100.00 ,$30.00 ,5,80,t,2,1,1,1,2,15
290410,Other,Private room,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",,$30.00 ,60,400,t,4,1,1,3,3,15
292300,Apartment,Entire home/apt,Real Bed,$120.00 ,$840.00 ,"$3,600.00 ",$150.00 ,$35.00 ,4,365,t,5,2,2,3,2,10
292864,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$69.00 ,$12.00 ,1,45,t,2,1,1,1,1,5
295675,Apartment,Private room,Real Bed,$54.00 ,$378.00 ,"$1,620.00 ",,$20.00 ,3,1125,t,3,1,1,2,2,10
297521,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,,$15.00 ,2,1125,t,4,1,1,2,1,10
297594,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$0.00 ,10,1000,t,2,1,1,1,1,20
298056,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$0.00 ,$50.00 ,85,365,t,5,1,3,3,2,10
301773,Apartment,Entire home/apt,Real Bed,$64.00 ,$448.00 ,"$1,920.00 ",,$35.00 ,2,365,t,2,1,1,1,1,10
301887,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$800.00 ,$50.00 ,90,1200,t,4,1,1,2,2,10
302167,Apartment,Entire home/apt,Real Bed,$66.00 ,$462.00 ,"$1,980.00 ",,$35.00 ,3,365,t,4,,1,1,1,15
303097,Apartment,Private room,Real Bed,$66.00 ,$462.00 ,"$1,980.00 ",$300.00 ,$25.00 ,2,30,t,2,1,1,1,1,10
304904,Apartment,Private room,Real Bed,$37.00 ,$259.00 ,"$1,110.00 ",$0.00 ,$15.00 ,2,999,t,2,2,1,1,1,8
305987,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$100.00 ,$30.00 ,3,100,t,2,1,1,1,1,10
306041,Bed and breakfast,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$0.00 ,$0.00 ,2,60,t,1,2,1,1,1,40
306312,Apartment,Entire home/apt,Real Bed,$165.00 ,"$1,155.00 ","$4,950.00 ",$200.00 ,$80.00 ,4,365,t,4,1,2,3,3,20
306502,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$200.00 ,$20.00 ,4,1125,t,2,1,1,1,1,0
306829,Apartment,Entire home/apt,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",,$30.00 ,45,364,t,2,1,1,2,2,15
307587,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$100.00 ,$15.00 ,2,1125,t,3,1,1,2,2,0
308421,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,$20.00 ,2,1125,t,2,1,1,1,1,15
309511,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$100.00 ,,3,20,t,2,1,1,1,1,0
311703,Apartment,Entire home/apt,Real Bed,$235.00 ,"$1,645.00 ","$7,050.00 ",$300.00 ,$75.00 ,3,90,t,8,2,3,5,4,15
313876,Apartment,Entire home/apt,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",$600.00 ,$90.00 ,30,1125,t,3,1,2,4,2,10
315533,Apartment,Entire home/apt,Real Bed,$54.00 ,$378.00 ,"$1,620.00 ",,$50.00 ,60,1124,t,2,1,1,2,1,30
316327,Apartment,Private room,Pull-out Sofa,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$10.00 ,2,5,t,2,1,1,1,1,25
316366,Apartment,Entire home/apt,Real Bed,$31.00 ,$217.00 ,$930.00 ,$700.00 ,$40.00 ,90,365,t,2,1,1,2,1,0
316462,Apartment,Entire home/apt,Real Bed,$84.00 ,$588.00 ,"$2,520.00 ",$100.00 ,$35.00 ,1,365,t,6,1,1,2,2,24
316547,Apartment,Private room,Futon,$45.00 ,$315.00 ,"$1,350.00 ",$200.00 ,$25.00 ,2,15,t,2,1,1,1,1,20
320028,Other,Private room,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",,$15.00 ,2,60,t,2,1,1,1,1,18
320279,Apartment,Entire home/apt,Real Bed,$77.00 ,$539.00 ,"$2,310.00 ",$150.00 ,$55.00 ,7,1125,t,4,1,1,1,2,20
320305,Apartment,Private room,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",$0.00 ,$15.00 ,4,1124,t,2,1,1,1,1,10
321295,Apartment,Entire home/apt,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",$100.00 ,$20.00 ,2,1125,t,2,1,1,2,1,0
321308,Apartment,Entire home/apt,Real Bed,$44.00 ,$308.00 ,"$1,320.00 ",$100.00 ,$25.00 ,2,1125,t,2,1,1,2,2,5
321378,Condominium,Entire home/apt,Real Bed,$149.00 ,"$1,043.00 ","$4,470.00 ",$180.00 ,$49.00 ,1,1125,t,7,1,2,3,2,20
322463,Apartment,Entire home/apt,Real Bed,$87.00 ,$609.00 ,"$2,610.00 ",$200.00 ,$0.00 ,3,200,t,4,1,0,2,2,10
322520,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",$200.00 ,$0.00 ,3,93,t,4,1,0,2,2,10
323243,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$100.00 ,$0.00 ,3,60,t,2,2,1,1,1,15
323250,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$100.00 ,$0.00 ,3,31,t,2,,1,2,1,14
323255,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$100.00 ,$0.00 ,3,60,t,3,2,1,3,1,15
323259,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$100.00 ,$0.00 ,3,60,t,3,1,1,3,1,15
323260,Apartment,Entire home/apt,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",$100.00 ,$0.00 ,3,31,t,3,1,1,3,1,12
323920,Apartment,Private room,Futon,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$0.00 ,3,30,t,2,,2,1,1,0
323951,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,4,30,t,2,1,2,2,2,14
325979,Apartment,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,$55.00 ,3,21,t,2,1,1,1,2,20
