id,property_type,room_type,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people
11558136,Apartment,Entire home/apt,Real Bed,$180.00 ,"$1,260.00 ","$5,400.00 ",$200.00 ,,3,1125,t,4,2,2,2,2,25
11558940,Apartment,Entire home/apt,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$25.00 ,2,1125,t,2,1,1,1,1,0
11560442,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$200.00 ,,3,1125,t,4,1,1,2,2,25
11560477,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$0.00 ,$5.00 ,3,1125,t,2,1,1,1,1,13
11560790,Apartment,Private room,Real Bed,$15.00 ,$105.00 ,$450.00 ,,$15.00 ,1,1125,t,1,1,1,1,1,8
11562282,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$200.00 ,,3,1125,t,4,1,1,2,2,25
11562999,Serviced apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$500.00 ,,30,180,t,2,1,1,2,1,0
11563143,Apartment,Private room,Real Bed,$19.00 ,$133.00 ,$570.00 ,,,4,1125,t,2,1,1,1,1,10
11563150,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,1,1125,t,2,0.5,1,1,1,0
11564181,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$0.00 ,$15.00 ,4,14,t,2,1,1,1,2,15
11565633,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,1,1125,t,2,1,1,1,1,5
11565985,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$700.00 ,$50.00 ,90,1125,t,2,1,1,1,1,5
11566528,Apartment,Entire home/apt,Real Bed,$69.00 ,$483.00 ,"$2,070.00 ",$300.00 ,$45.00 ,4,120,t,3,1,2,2,2,20
11567522,Apartment,Private room,Futon,$30.00 ,$210.00 ,$900.00 ,$0.00 ,$30.00 ,7,10,t,1,1,1,1,1,0
11568655,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,1,1125,t,2,1,1,1,1,0
11568676,Apartment,Private room,Pull-out Sofa,$45.00 ,$315.00 ,"$1,350.00 ",,$20.00 ,2,14,t,2,1,1,1,1,10
11569252,Condominium,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$200.00 ,$15.00 ,3,1125,t,3,1,1,2,1,15
11569258,Apartment,Private room,Real Bed,$12.00 ,$84.00 ,$360.00 ,,,25,31,t,1,1,1,1,1,0
11571155,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,3,1125,t,3,1,0,2,1,0
11573253,Aparthotel,Private room,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$100.00 ,$16.00 ,1,1125,t,5,1,1,3,3,10
11573390,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$0.00 ,$24.00 ,30,1125,t,4,1,1,2,3,10
11573559,Serviced apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$0.00 ,$19.00 ,1,1125,t,5,1,0,2,3,10
11575208,Apartment,Entire home/apt,Real Bed,$200.00 ,"$1,400.00 ","$6,000.00 ",$100.00 ,$70.00 ,3,1125,t,6,2,3,4,1,0
11576808,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$200.00 ,$30.00 ,3,1125,t,2,1,1,1,1,0
11576991,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,1,1125,t,2,1,1,1,1,0
11577306,Apartment,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",$200.00 ,$60.00 ,3,1124,t,9,1.5,2,6,4,30
11577539,House,Entire home/apt,Couch,$170.00 ,"$1,190.00 ","$5,100.00 ",$200.00 ,$40.00 ,5,10,t,6,3,3,5,6,10
11577943,Apartment,Entire home/apt,Real Bed,$195.00 ,"$1,365.00 ","$5,850.00 ",$200.00 ,,3,1125,t,4,1,2,2,2,25
11578003,Apartment,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ","$1,000.00 ",$65.00 ,90,1125,t,6,1,3,5,1,0
11578139,Apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ","$1,000.00 ",$65.00 ,90,1125,t,4,1,2,4,1,0
11578617,Apartment,Entire home/apt,Real Bed,$115.00 ,$805.00 ,"$3,450.00 ",,,3,1125,t,3,1,1,1,2,15
11578908,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$100.00 ,,3,1125,t,2,1,2,1,1,0
11579718,Apartment,Entire home/apt,Real Bed,$125.00 ,$875.00 ,"$3,750.00 ",$200.00 ,,3,1125,t,2,1,1,1,2,15
11579986,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,1,1125,t,2,1,1,1,1,15
11580064,Apartment,Entire home/apt,Real Bed,$175.00 ,"$1,225.00 ","$5,250.00 ",$250.00 ,$85.00 ,3,1124,t,8,1,2,7,5,25
11580248,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,$100.00 ,$20.00 ,1,1125,t,1,1,1,1,1,0
11580279,Apartment,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",$200.00 ,,3,1125,t,4,1,1,2,2,20
11580960,Apartment,Entire home/apt,Real Bed,$135.00 ,$945.00 ,"$4,050.00 ",$200.00 ,,3,1125,t,4,1,1,1,2,20
11581203,Apartment,Private room,Real Bed,$18.00 ,$126.00 ,$540.00 ,,,1,1125,t,2,1,1,1,1,0
11584236,Apartment,Private room,Real Bed,$26.00 ,$182.00 ,$780.00 ,,$15.00 ,3,1125,t,2,1.5,1,1,1,10
11584318,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,$5.00 ,1,1125,t,3,1,1,2,2,10
11584373,Apartment,Entire home/apt,Real Bed,$58.00 ,$406.00 ,"$1,740.00 ",$100.00 ,$49.00 ,3,1125,t,4,1,1,2,2,17
11584892,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$100.00 ,,3,1125,t,2,1,1,1,2,15
11585800,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,1,1125,t,2,1,2,2,1,0
11586412,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",,$50.00 ,5,13,t,4,1,1,2,1,0
11588697,Apartment,Entire home/apt,Real Bed,$63.00 ,$441.00 ,"$1,890.00 ",$500.00 ,$60.00 ,60,365,t,2,1,1,1,2,20
11589376,Apartment,Private room,Real Bed,$18.00 ,$126.00 ,$540.00 ,,,1,1125,t,1,1,1,1,1,0
11590600,Condominium,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$500.00 ,,1,1125,t,2,1,1,1,1,0
11593709,Apartment,Entire home/apt,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",,$10.00 ,1,5,t,1,1,1,1,1,10
11595573,Apartment,Entire home/apt,Real Bed,$140.00 ,$980.00 ,"$4,200.00 ",,$35.00 ,2,1125,t,6,1,3,6,4,25
11596217,Apartment,Entire home/apt,Real Bed,$121.00 ,$847.00 ,"$3,630.00 ","$1,000.00 ",$400.00 ,90,1125,t,2,1,1,1,1,0
11596683,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,1,1125,t,4,1,2,2,1,0
11597360,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$10.00 ,1,1125,t,4,1,2,2,2,15
11597486,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$250.00 ,$40.00 ,1,1125,t,4,1,1,2,1,0
11597701,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,,$5.00 ,2,1125,t,1,1,1,1,1,0
11598037,Apartment,Entire home/apt,Real Bed,$105.00 ,$735.00 ,"$3,150.00 ",$150.00 ,$35.00 ,4,1000,t,4,1,1,2,2,10
11600442,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",$120.00 ,$10.00 ,2,1125,t,2,1,1,1,1,0
11602156,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",,$20.00 ,14,150,t,2,1,1,1,1,0
11603651,Apartment,Private room,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,,1,1125,t,2,1,1,1,1,0
11604594,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$0.00 ,$0.00 ,1,50,t,1,1,1,1,1,0
11605452,Loft,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$300.00 ,$25.00 ,2,1125,t,2,1.5,1,1,1,15
11606080,Condominium,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$0.00 ,$30.00 ,2,180,t,3,1,1,2,2,10
11606686,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$500.00 ,,1,40,t,2,1,1,2,1,0
11606881,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$250.00 ,$19.00 ,2,10,t,2,1,1,1,2,0
11609310,Apartment,Private room,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$0.00 ,$10.00 ,1,1125,t,4,1,1,2,2,8
11613416,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$600.00 ,$120.00 ,1,1125,t,10,1,3,3,1,50
11613589,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,,,14,1125,t,1,1,1,1,1,0
11613614,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",$200.00 ,$30.00 ,3,1125,t,3,1,1,2,1,15
11614741,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,2,1125,t,2,1,1,2,1,0
11615866,Condominium,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$100.00 ,,1,1125,t,2,2,1,1,1,0
11617211,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,,,3,1125,t,2,1,1,1,1,0
11617684,Apartment,Entire home/apt,Real Bed,$800.00 ,"$5,600.00 ","$24,000.00 ","$1,000.00 ",,1,1125,t,2,1,1,1,1,0
11619759,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$10.00 ,5,1125,t,2,1,1,1,1,5
11620003,Apartment,Private room,Real Bed,$27.00 ,$189.00 ,$810.00 ,$0.00 ,$10.00 ,7,1125,t,2,1,1,1,1,10
11620103,Apartment,Entire home/apt,Real Bed,$43.00 ,$301.00 ,"$1,290.00 ",$100.00 ,$10.00 ,5,1125,t,4,1,2,3,1,0
11620309,Condominium,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,3,1125,t,2,1,1,1,1,0
11631211,Apartment,Private room,Futon,$12.00 ,$84.00 ,$360.00 ,,,2,1125,t,1,1,1,1,1,7
11631550,Apartment,Private room,Real Bed,$38.00 ,$266.00 ,"$1,140.00 ",,,3,6,t,2,1,1,1,1,0
11631680,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$100.00 ,$15.00 ,5,30,t,4,1,2,2,2,10
11642691,Apartment,Private room,Real Bed,$19.00 ,$133.00 ,$570.00 ,$0.00 ,$0.00 ,3,15,t,2,1,1,1,1,5
11643471,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,3,1125,t,2,1,1,1,1,10
11643718,Apartment,Entire home/apt,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,1,1125,t,4,1,1,2,3,10
11643878,Apartment,Entire home/apt,Real Bed,$195.00 ,"$1,365.00 ","$5,850.00 ",$200.00 ,$59.00 ,1,325,t,14,2,3,9,6,42
11644549,Apartment,Entire home/apt,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,2,5,t,2,1,0,2,1,0
11645805,Apartment,Entire home/apt,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ","$1,000.00 ",$50.00 ,1,1125,t,1,1,1,1,1,15
11646480,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,$100.00 ,$40.00 ,1,1125,t,4,1,1,1,4,0
11646730,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,,7,1125,t,4,1,2,2,1,0
11647029,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,2,1125,t,2,1,1,1,1,0
11647407,Apartment,Private room,Real Bed,$30.00 ,$210.00 ,$900.00 ,,$10.00 ,1,14,t,2,1,1,1,1,15
11648023,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",,$50.00 ,3,1125,t,4,1,1,2,1,0
11648914,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",,,1,1125,t,2,1,1,1,1,0
11654448,Apartment,Entire home/apt,Real Bed,$110.00 ,$770.00 ,"$3,300.00 ",,$35.00 ,2,1125,t,6,1,2,4,3,25
11654786,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$300.00 ,$40.00 ,2,25,t,4,1,1,2,1,15
11654916,Apartment,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",,,2,1125,t,2,1,1,2,1,0
11655084,House,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,,2,1125,t,4,2,1,4,2,25
11655926,Apartment,Private room,Real Bed,$59.00 ,$413.00 ,"$1,770.00 ",,,2,1125,t,3,2,1,3,2,17
11656048,House,Private room,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",,,30,60,t,2,2,1,2,1,0
11656149,House,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,2,1125,t,1,2,1,1,1,0
11656265,Apartment,Private room,Real Bed,$19.00 ,$133.00 ,$570.00 ,,,20,21,t,1,1,1,1,1,0
11656282,House,Private room,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,2,1125,t,1,2,1,1,1,0
11657537,Apartment,Entire home/apt,Couch,$25.00 ,$175.00 ,$750.00 ,,,1,1125,t,2,1.5,1,1,1,0
11661596,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$200.00 ,$50.00 ,4,1125,t,4,1,1,2,2,25
11662528,Serviced apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$500.00 ,,30,180,t,2,1,1,2,1,0
11665059,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",$200.00 ,$80.00 ,3,125,t,4,1,2,3,1,25
11668023,Apartment,Private room,Pull-out Sofa,$30.00 ,$210.00 ,$900.00 ,$250.00 ,$15.00 ,2,90,t,2,1,1,1,1,0
11668183,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,$300.00 ,$5.00 ,1,1125,t,3,1,1,1,1,10
11668481,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$15.00 ,3,1125,t,1,1,1,1,1,5
11669202,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$0.00 ,$10.00 ,13,31,t,1,1,1,1,1,0
11670888,Apartment,Private room,Real Bed,$15.00 ,$105.00 ,$450.00 ,,,6,15,t,1,1,1,1,1,0
11671292,Apartment,Private room,Couch,$37.00 ,$259.00 ,"$1,110.00 ",$300.00 ,$20.00 ,3,10,t,2,1,1,1,1,15
11672416,Apartment,Private room,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$100.00 ,$10.00 ,1,1125,t,2,1,1,2,1,30
11672994,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,2,1125,t,2,1,1,1,2,0
11673621,Apartment,Entire home/apt,Real Bed,$99.00 ,$693.00 ,"$2,970.00 ",,$45.00 ,1,1125,t,6,1,2,1,2,60
11674723,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,1,1125,t,2,1,1,2,1,0
11675495,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,3,1125,t,2,1,1,2,2,25
11675990,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,1,1125,t,2,1,1,1,1,0
11684615,Apartment,Entire home/apt,Real Bed,$54.00 ,$378.00 ,"$1,620.00 ",$0.00 ,$29.00 ,3,1124,t,4,1,1,1,2,15
11684618,Apartment,Entire home/apt,Pull-out Sofa,$59.00 ,$413.00 ,"$1,770.00 ",$100.00 ,$40.00 ,3,1125,t,1,1,0,1,1,25
11684644,Apartment,Entire home/apt,Real Bed,$49.00 ,$343.00 ,"$1,470.00 ",$250.00 ,$25.00 ,2,14,t,2,1,1,1,1,15
11685448,Apartment,Entire home/apt,Real Bed,$54.00 ,$378.00 ,"$1,620.00 ",$0.00 ,$29.00 ,3,1124,t,4,1,1,1,2,15
11685468,Apartment,Entire home/apt,Real Bed,$72.00 ,$504.00 ,"$2,160.00 ",,,4,1125,t,3,1,2,2,1,0
11685579,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,,2,1125,t,2,1,1,1,1,0
11686804,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,$150.00 ,,1,1125,t,4,1,1,2,2,7
11688220,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,1,1125,t,2,1,1,2,1,0
11688524,Apartment,Private room,Real Bed,$44.00 ,$308.00 ,"$1,320.00 ",,,2,1125,t,2,1,1,1,1,15
11690929,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,,,5,1125,t,2,1,1,1,1,10
11691415,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$200.00 ,$20.00 ,2,1125,t,4,1,1,2,1,0
11692516,Apartment,Private room,Real Bed,$15.00 ,$105.00 ,$450.00 ,$250.00 ,,1,1125,t,1,1,1,1,1,0
11695133,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,1,1125,t,2,1,1,1,1,0
11695296,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$150.00 ,$15.00 ,1,4,t,2,1,1,1,1,0
11695345,Apartment,Private room,Couch,$35.00 ,$245.00 ,"$1,050.00 ",$0.00 ,$35.00 ,4,1125,t,1,1,1,1,1,9
11697296,Apartment,Private room,Pull-out Sofa,$33.00 ,$231.00 ,$990.00 ,,,3,14,t,2,1,1,1,1,19
11703105,Condominium,Entire home/apt,Real Bed,$80.00 ,$560.00 ,"$2,400.00 ",$300.00 ,$40.00 ,3,1124,t,4,1,2,3,1,12
11704581,Hostel,Shared room,Real Bed,$21.00 ,$147.00 ,$630.00 ,$0.00 ,$0.00 ,1,14,t,8,1,1,8,1,16
11704602,Loft,Entire home/apt,Futon,$43.00 ,$301.00 ,"$1,290.00 ",$300.00 ,$29.00 ,8,16,t,2,1,1,1,1,0
11704966,Apartment,Entire home/apt,Real Bed,$75.00 ,$525.00 ,"$2,250.00 ",$200.00 ,$40.00 ,3,1125,t,3,1,1,2,1,0
11705949,Apartment,Entire home/apt,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",,$15.00 ,4,1125,t,2,1,1,1,1,20
11706492,Apartment,Private room,Real Bed,$50.00 ,$350.00 ,"$1,500.00 ",,,3,61,t,3,1,1,2,2,15
11708266,Apartment,Private room,Real Bed,$24.00 ,$168.00 ,$720.00 ,,,3,1125,t,1,1,1,1,1,0
11708964,Apartment,Entire home/apt,Pull-out Sofa,$80.00 ,$560.00 ,"$2,400.00 ",,,3,1125,t,2,1,0,1,1,0
11711159,Apartment,Private room,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",,,3,1125,t,2,2,1,1,1,0
11711267,Apartment,Entire home/apt,Real Bed,$35.00 ,$245.00 ,"$1,050.00 ",,,1,1125,t,2,1,2,1,1,0
11711900,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,,,1,1125,t,2,1,1,1,1,0
11712065,Condominium,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",$0.00 ,$25.00 ,3,180,t,2,1,0,1,2,0
11712563,Apartment,Private room,Real Bed,$28.00 ,$196.00 ,$840.00 ,,,4,1125,t,1,1,1,1,1,0
11715593,Apartment,Private room,Real Bed,$20.00 ,$140.00 ,$600.00 ,,,10,1125,t,1,1,1,1,1,5
11718060,Apartment,Entire home/apt,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",$150.00 ,$25.00 ,2,1125,t,2,1,1,1,1,15
11722127,Apartment,Private room,Pull-out Sofa,$30.00 ,$210.00 ,$900.00 ,$250.00 ,$25.00 ,3,1125,t,1,1,1,1,1,0
11724795,Apartment,Private room,Real Bed,$22.00 ,$154.00 ,$660.00 ,,$5.00 ,3,3,t,1,1,1,1,2,0
11726912,Apartment,Entire home/apt,Real Bed,$140.00 ,$980.00 ,"$4,200.00 ",$700.00 ,$60.00 ,3,31,t,4,1,2,2,4,30
11730448,Apartment,Entire home/apt,Real Bed,$39.00 ,$273.00 ,"$1,170.00 ",,,4,1125,t,2,1,1,1,1,0
11730572,Condominium,Private room,Real Bed,$18.00 ,$126.00 ,$540.00 ,,,1,1125,t,2,1,1,1,1,6
11732335,Apartment,Entire home/apt,Real Bed,$44.00 ,$308.00 ,"$1,320.00 ",$100.00 ,,1,1125,t,2,1,1,1,1,10
11732853,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",$500.00 ,$50.00 ,60,1125,t,4,1,2,2,2,0
11733121,Apartment,Entire home/apt,Real Bed,$100.00 ,$700.00 ,"$3,000.00 ",,,2,1125,t,2,1,1,1,1,0
11733656,Apartment,Private room,Futon,$22.00 ,$154.00 ,$660.00 ,,$10.00 ,7,9,t,3,1.5,1,1,1,15
11746050,Apartment,Entire home/apt,Real Bed,$240.00 ,"$1,680.00 ","$7,200.00 ",,$70.00 ,3,1124,t,7,1,3,3,6,30
11746083,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",$750.00 ,$90.00 ,28,1125,t,2,1,2,2,1,0
11748513,Apartment,Entire home/apt,Real Bed,$89.00 ,$623.00 ,"$2,670.00 ",$200.00 ,$50.00 ,4,1125,t,4,1,1,2,2,25
11748919,Apartment,Private room,Real Bed,$19.00 ,$133.00 ,$570.00 ,,$10.00 ,4,1125,t,1,1,1,1,1,0
11749393,House,Entire home/apt,Real Bed,$95.00 ,$665.00 ,"$2,850.00 ",,,2,1125,t,4,1.5,3,3,1,0
11751826,Apartment,Entire home/apt,Real Bed,$125.00 ,$875.00 ,"$3,750.00 ",$100.00 ,$35.00 ,4,1000,t,4,1,2,2,3,10
11751908,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",,,1,1125,t,2,1,0,2,1,0
11752167,Apartment,Entire home/apt,Real Bed,$29.00 ,$203.00 ,$870.00 ,,,1,1125,t,4,1,2,1,1,0
11753737,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",$200.00 ,$30.00 ,1,21,t,2,1,1,1,2,0
11758158,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,3,10,t,2,1,1,2,1,0
11763349,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$500.00 ,$50.00 ,4,38,t,4,1,2,2,2,10
11763620,Apartment,Entire home/apt,Real Bed,$42.00 ,$294.00 ,"$1,260.00 ",$300.00 ,$50.00 ,21,180,t,2,1,1,1,1,5
11764015,Apartment,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",$200.00 ,$60.00 ,3,1124,t,9,1,2,7,4,30
11765418,Apartment,Private room,Real Bed,$34.00 ,$238.00 ,"$1,020.00 ",$85.00 ,,3,1125,t,2,1,1,2,1,10
11765999,Apartment,Private room,Real Bed,$36.00 ,$252.00 ,"$1,080.00 ",,$30.00 ,3,10,t,2,1.5,1,2,1,25
11767220,Apartment,Private room,Real Bed,$17.00 ,$119.00 ,$510.00 ,,,10,13,t,1,1,1,1,1,0
11768062,Apartment,Private room,Real Bed,$13.00 ,$91.00 ,$390.00 ,,,4,1125,t,2,1.5,1,1,1,5
11772098,Guesthouse,Entire home/apt,Real Bed,$93.00 ,$651.00 ,"$2,790.00 ",$150.00 ,$35.00 ,2,1125,t,5,1,1,3,3,12
11773073,Apartment,Entire home/apt,Real Bed,$30.00 ,$210.00 ,$900.00 ,$500.00 ,$25.00 ,3,1125,t,2,1,1,2,1,10
11774902,Apartment,Private room,Real Bed,$21.00 ,$147.00 ,$630.00 ,,,2,1125,t,1,2,1,1,1,0
11775032,Apartment,Entire home/apt,Real Bed,$90.00 ,$630.00 ,"$2,700.00 ",,$30.00 ,3,1125,t,3,1,1,2,1,20
11775402,Apartment,Entire home/apt,Real Bed,$68.00 ,$476.00 ,"$2,040.00 ",$100.00 ,$25.00 ,2,1125,t,4,1,0,1,2,12
11778240,House,Entire home/apt,Real Bed,$150.00 ,"$1,050.00 ","$4,500.00 ",,$60.00 ,10,30,t,8,1,3,4,1,25
11778849,Loft,Entire home/apt,Real Bed,$140.00 ,$980.00 ,"$4,200.00 ",$400.00 ,$40.00 ,6,1125,t,5,2,3,5,1,0
11780476,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$500.00 ,,20,30,t,3,1,2,4,1,0
11781519,Apartment,Private room,Real Bed,$45.00 ,$315.00 ,"$1,350.00 ",,$25.00 ,1,1125,t,2,2,1,1,1,15
11782446,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,,,1,1125,t,2,0.5,1,1,1,0
11782769,Apartment,Private room,Real Bed,$25.00 ,$175.00 ,$750.00 ,,,1,8,t,2,1,1,2,1,0
11782914,Apartment,Private room,Real Bed,$60.00 ,$420.00 ,"$1,800.00 ",,,4,1125,t,2,1,1,1,1,0
11783766,Apartment,Entire home/apt,Real Bed,$65.00 ,$455.00 ,"$1,950.00 ",$100.00 ,,3,1125,t,4,1,1,2,1,0
11784720,Apartment,Private room,Real Bed,$32.00 ,$224.00 ,$960.00 ,$250.00 ,$20.00 ,2,1125,t,2,1,1,1,1,15
11786387,Apartment,Entire home/apt,Real Bed,$70.00 ,$490.00 ,"$2,100.00 ",,$30.00 ,5,1125,t,2,1,0,2,1,0
11790321,Apartment,Private room,Real Bed,$21.00 ,$147.00 ,$630.00 ,,,2,1125,t,2,1,1,1,1,10
11790473,Apartment,Private room,Real Bed,$29.00 ,$203.00 ,$870.00 ,$86.00 ,$10.00 ,10,1125,t,2,1,1,1,1,4
11791259,Apartment,Private room,Real Bed,$48.00 ,$336.00 ,"$1,440.00 ",,,1,1125,t,3,1,1,2,1,0
11794103,Apartment,Entire home/apt,Real Bed,$79.00 ,$553.00 ,"$2,370.00 ",$100.00 ,$35.00 ,1,1125,t,6,1,1,4,3,12
11795156,Apartment,Entire home/apt,Real Bed,$55.00 ,$385.00 ,"$1,650.00 ",,,3,1125,t,2,1,1,1,2,12
11797114,Apartment,Entire home/apt,Real Bed,$40.00 ,$280.00 ,"$1,200.00 ",$100.00 ,,18,24,t,2,1,2,1,2,5
