country,city,neighbourhood_group_cleansed,neighbourhood_cleansed,id
Germany,Berlin,Mitte,Brunnenstr. Süd,2015
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,2695
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,3176
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,3309
Germany,Berlin,Pankow,Helmholtzplatz,7071
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,9991
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,14325
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,16401
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,16644
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,17409
Germany,Berlin,Neukölln,Reuterstraße,17904
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,20858
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,21869
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,22415
Germany,Berlin,Mitte,Brunnenstr. Süd,22677
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,23834
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,24569
Germany,Berlin,Pankow,Prenzlauer Berg Süd,25653
Germany,Berlin,Pankow,Helmholtzplatz,26543
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,28156
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,28268
Germany,Berlin,Neukölln,Reuterstraße,28711
Germany,Berlin,Pankow,Helmholtzplatz,29279
Germany,Berlin,Pankow,Helmholtzplatz,30295
Germany,Berlin,Pankow,Helmholtzplatz,31440
Germany,Berlin,Mitte,Moabit Ost,33043
Germany,Berlin,Pankow,Prenzlauer Berg Nord,35642
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,36480
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,37004
Germany,Berlin,Mitte,Brunnenstr. Süd,37052
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,37836
Germany,Berlin,Pankow,Prenzlauer Berg Süd,38074
Germany,Berlin,Neukölln,Schillerpromenade,38296
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,40600
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,41217
Germany,Berlin,Pankow,Prenzlauer Berg Süd,41306
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,42742
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,42809
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,43123
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,44083
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,44423
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,46161
Germany,Berlin,Mitte,Brunnenstr. Süd,46172
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,47938
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,48955
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52734
Germany,Berlin,Mitte,Alexanderplatz,54952
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,55298
Germany,Berlin,Mitte,Alexanderplatz,55455
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,55853
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,57049
Germany,Berlin,Mitte,Brunnenstr. Süd,57209
Germany,Berlin,Steglitz - Zehlendorf,Ostpreußendamm,57792
Germany,Berlin,Mitte,Alexanderplatz,58041
Germany,Berlin,Pankow,Prenzlauer Berg Süd,58780
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,59249
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,60161
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,63052
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,63468
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,64245
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,64590
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,68142
Germany,Berlin,Pankow,Prenzlauer Berg Nord,68448
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,72079
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,73302
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,74614
Germany,Berlin,Charlottenburg-Wilm.,Schmargendorf,80843
Germany,Berlin,Mitte,Regierungsviertel,81049
Germany,Berlin,Pankow,Prenzlauer Berg Nord,81081
Germany,Berlin,Mitte,Brunnenstr. Süd,82893
Germany,Berlin,Pankow,Prenzlauer Berg Süd,83183
Germany,Berlin,Pankow,Helmholtzplatz,83568
Germany,Berlin,Pankow,Helmholtzplatz,83614
Germany,Berlin,Mitte,Brunnenstr. Süd,85560
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,86514
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,87549
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,89102
Germany,Berlin,Neukölln,Reuterstraße,91290
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,102882
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,106290
Germany,Berlin,Pankow,Prenzlauer Berg Süd,106331
Germany,Schöneberg,Tempelhof - Schöneberg,Schöneberg-Nord,107968
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,109658
Germany,Berlin,Mitte,Alexanderplatz,111579
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,114763
Germany,Berlin,Pankow,Blankenfelde/Niederschönhausen,115576
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,116832
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,117649
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,121888
Germany,Berlin,Treptow - Köpenick,Friedrichshagen,125349
Germany,Berlin,Mitte,Alexanderplatz,127708
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,128827
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,135097
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,138955
Germany,Berlin,Mitte,Alexanderplatz,139769
Germany,Berlin,Neukölln,Schillerpromenade,143605
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,145249
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,147946
Germany,Berlin,Mitte,Alexanderplatz,149849
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,151249
Germany,Berlin,Pankow,Helmholtzplatz,153015
Germany,Berlin,Pankow,Prenzlauer Berg Nord,155048
Germany,Berlin,Mitte,Alexanderplatz,156010
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,157546
Germany,Berlin,Mitte,Moabit West,157839
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,158890
Germany,Berlin,Charlottenburg-Wilm.,Wiesbadener Straße,159454
Germany,Berlin,Reinickendorf,West 3,160517
Germany,Berlin,Pankow,Helmholtzplatz,161425
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,163287
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,163411
Germany,Berlin (Kreuzberg),Friedrichshain-Kreuzberg,nördliche Luisenstadt,167189
Germany,Berlin,Pankow,Blankenburg/Heinersdorf/Märchenland,168615
Germany,Berlin,Lichtenberg,Rummelsburger Bucht,169603
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,169907
Germany,Berlin,Charlottenburg-Wilm.,Wiesbadener Straße,170582
Germany,Berlin,Mitte,Brunnenstr. Nord,170652
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,170974
Germany,Berlin,Pankow,Helmholtzplatz,171746
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,173153
Germany,Berlin,Mitte,Alexanderplatz,174391
Germany,Berlin,Mitte,Alexanderplatz,174547
Germany,Berlin,Mitte,Alexanderplatz,174560
Germany,Berlin,Mitte,Alexanderplatz,174576
Germany,Berlin,Mitte,Alexanderplatz,174579
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,175667
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,176342
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,176355
Germany,Berlin,Reinickendorf,Ost 2,176396
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,176852
Germany,Berlin,Charlottenburg-Wilm.,Volkspark Wilmersdorf,177486
Germany,Berlin,Neukölln,Reuterstraße,178347
Germany,Berlin,Pankow,Pankow Zentrum,179102
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,180440
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,181160
Germany,Berlin,Mitte,Alexanderplatz,183206
Germany,Berlin,Pankow,Pankow Süd,183918
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,183988
Germany,Berlin,Pankow,Helmholtzplatz,183996
Germany,Berlin,Neukölln,Reuterstraße,185960
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,186851
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,186908
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,186999
Germany,Berlin,Mitte,Osloer Straße,187206
Germany,Berlin,Steglitz - Zehlendorf,Drakestr.,187326
Germany,Berlin,Reinickendorf,West 1,188565
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,188922
Germany,Berlin,Pankow,Prenzlauer Berg Ost,189288
Germany,Berlin,Mitte,Brunnenstr. Süd,189596
Germany,Berlin,Neukölln,Buckow Nord,190448
Germany,Berlin,Mitte,Alexanderplatz,191023
Germany,Berlin,Pankow,Pankow Süd,192050
Germany,Berlin,Mitte,Brunnenstr. Süd,192052
Germany,Berlin,Mitte,Brunnenstr. Süd,192103
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,192499
Germany,Berlin,Mitte,Alexanderplatz,193625
Germany,Berlin,Lichtenberg,Karlshorst,194374
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,194465
Germany,Berlin,Mitte,Alexanderplatz,194546
Germany,Berlin,Lichtenberg,Alt-Lichtenberg,194694
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,195467
Germany,Berlin,Mitte,Brunnenstr. Süd,196149
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,196285
Germany,Berlin,Pankow,Blankenburg/Heinersdorf/Märchenland,197291
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,198584
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,198896
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Nord,200125
Germany,Berlin,Mitte,Tiergarten Süd,201224
Germany,Berlin,Pankow,Helmholtzplatz,203634
Germany,Berlin,Lichtenberg,Neu Lichtenberg,204609
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,204617
Germany,Berlin,Neukölln,Rudow,205296
Germany,Berlin,Charlottenburg-Wilm.,Mierendorffplatz,206021
Germany,Berlin,Mitte,Brunnenstr. Süd,206454
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,207740
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,208495
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,209649
Germany,Berlin,Mitte,Moabit West,210734
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,212348
Germany,Berlin,Mitte,Alexanderplatz,214491
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,214518
Germany,Berlin,Neukölln,Reuterstraße,214784
Germany,Berlin,Mitte,Tiergarten Süd,214855
Germany,Berlin,Charlottenburg-Wilm.,Mierendorffplatz,220445
Germany,Berlin,Steglitz - Zehlendorf,Ostpreußendamm,220808
Germany,Berlin,Mitte,Wedding Zentrum,221015
Germany,Berlin,Mitte,Moabit West,222784
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,223622
Germany,Berlin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,226925
Germany,Berlin,Mitte,Brunnenstr. Süd,227072
Germany,Berlin,Mitte,Alexanderplatz,228964
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,229075
Germany,Berlin,Treptow - Köpenick,Altglienicke,229099
Germany,Berlin,Mitte,Moabit Ost,229348
Germany,Berlin,Mitte,Moabit Ost,229363
Germany,Berlin,Mitte,Alexanderplatz,229776
Germany,Berlin,Tempelhof - Schöneberg,Lichtenrade,230611
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,230824
Germany,Berlin,Charlottenburg-Wilm.,Westend,231220
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,231598
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,231853
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,233083
Germany,Berlin,Neukölln,Reuterstraße,233453
Germany,Berlin,Marzahn - Hellersdorf,Mahlsdorf,233770
Germany,Berlin,Mitte,Brunnenstr. Süd,235766
Germany,Berlin,Mitte,Alexanderplatz,236509
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,236552
Germany,Berlin,Mitte,Regierungsviertel,237038
Germany,Berlin,Reinickendorf,West 5,237359
Germany,Berlin,Neukölln,Buckow Nord,237670
Germany,Berlin,Mitte,Alexanderplatz,238275
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,238396
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,238569
Germany,Berlin,Mitte,Brunnenstr. Süd,239139
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,239314
Germany,Berlin,Neukölln,Rixdorf,240169
Germany,Berlin,Marzahn - Hellersdorf,Biesdorf,240735
Germany,Berlin,Mitte,Moabit Ost,242366
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,242794
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Südwest,242908
Germany,Berlin,Steglitz - Zehlendorf,Zehlendorf  Südwest,242927
Germany,Berlin,Mitte,Moabit West,242978
Germany,Berlin,Mitte,Moabit West,243057
Germany,Berlin,Mitte,Brunnenstr. Süd,243063
Germany,Berlin,Mitte,Brunnenstr. Süd,243081
Germany,Berlin,Treptow - Köpenick,Johannisthal,243238
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,244425
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,244924
Germany,Berlin,Mitte,Regierungsviertel,245744
Germany,Berlin,Pankow,Prenzlauer Berg Nord,245809
Germany,Berlin,Mitte,Regierungsviertel,245827
Germany,Berlin,Reinickendorf,West 2,245991
Germany,Berlin,Reinickendorf,West 2,246007
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,248192
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,248375
Germany,Berlin,Charlottenburg-Wilm.,Barstraße,249220
Germany,Berlin,Pankow,Helmholtzplatz,249419
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,250007
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,250023
Germany,Berlin,Neukölln,Reuterstraße,250067
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,250121
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,250138
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,250171
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,250253
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,250376
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,250684
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,250687
Germany,Berlin,Tempelhof - Schöneberg,Marienfelde,250704
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,250707
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,250729
Germany,Berlin,Mitte,Tiergarten Süd,250753
Germany,Berlin,Spandau,Heerstraße Nord,251398
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,251548
Germany,Berlin,Mitte,Brunnenstr. Nord,252664
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,252699
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,252933
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,252967
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,252993
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,253005
Germany,Berlin,Neukölln,Reuterstraße,253128
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,254576
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,254762
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,254788
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,255557
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,255722
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,255778
Germany,Berlin,Tempelhof - Schöneberg,Lichtenrade,255829
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,256058
Germany,Berlin,Steglitz - Zehlendorf,Albrechtstr.,257317
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,257373
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,257658
Germany,Berlin,Mitte,Regierungsviertel,257766
Germany,Berlin,Neukölln,Buckow,260095
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,260104
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,260365
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,261205
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,261452
Germany,Berlin,Mitte,Regierungsviertel,261834
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,261937
Germany,Berlin,Neukölln,Reuterstraße,263817
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,264459
Germany,Berlin,Reinickendorf,West 5,265286
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265354
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265389
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265394
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265400
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265402
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265408
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265416
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265433
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,265444
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,265955
Germany,Berlin,Treptow - Köpenick,Baumschulenweg,266086
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,266181
Germany,Berlin,Neukölln,Reuterstraße,267399
Germany,Berlin,Mitte,Brunnenstr. Süd,267764
Germany,Berlin,Pankow,Helmholtzplatz,267951
Germany,Berlin,Treptow - Köpenick,Altglienicke,268910
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,268967
Germany,Berlin,Neukölln,Rudow,268974
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,269455
Germany,Berlin,Pankow,Helmholtzplatz,270477
Germany,Berlin,Mitte,Brunnenstr. Süd,271340
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,271739
Germany,Berlin,Charlottenburg-Wilm.,Halensee,273011
Germany,Berlin,Mitte,Wedding Zentrum,273076
Germany,Berlin,Mitte,Wedding Zentrum,273106
Germany,Berlin,Pankow,Prenzlauer Berg Nord,274072
Germany,Berlin,Mitte,Alexanderplatz,274623
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,274686
Germany,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,274798
Germany,Berlin,Neukölln,Rixdorf,275472
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,276044
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,277653
Germany,Berlin,Neukölln,Reuterstraße,278860
Germany,Berlin,Neukölln,Reuterstraße,279315
Germany,Berlin,Mitte,Brunnenstr. Süd,279344
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,279504
Germany,Berlin,Pankow,Prenzlauer Berg Nord,281152
Germany,Berlin,Charlottenburg-Wilm.,Kantstraße,282214
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,282773
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,282786
Germany,Berlin,Charlottenburg-Wilm.,Schloß Charlottenburg,282797
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,284390
Germany,Berlin,Neukölln,Reuterstraße,288484
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,290410
Germany,Berlin,Mitte,Brunnenstr. Süd,292300
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,292864
Germany,Berlin,Neukölln,Schillerpromenade,295675
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,297521
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,297594
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,298056
Germany,Berlin,Pankow,Prenzlauer Berg Süd,301773
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,301887
Germany,Berlin,Pankow,Prenzlauer Berg Süd,302167
Germany,Berlin,Pankow,Prenzlauer Berg Süd,303097
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,304904
Germany,Berlin,Pankow,Prenzlauer Berg Nordwest,305987
Germany,Berlin,Mitte,Regierungsviertel,306041
Germany,Berlin,Pankow,Helmholtzplatz,306312
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,306502
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,306829
Germany,Berlin,Mitte,Brunnenstr. Süd,307587
Germany,Berlin,Mitte,Wedding Zentrum,308421
Germany,Berlin,Pankow,Prenzlauer Berg Süd,309511
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Nord,311703
Germany,Berlin,Charlottenburg-Wilm.,Halensee,313876
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,315533
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,316327
Germany,Berlin,Charlottenburg-Wilm.,Düsseldorfer Straße,316366
Germany,Berlin,Mitte,Brunnenstr. Süd,316462
Germany,Berlin,Pankow,Prenzlauer Berg Süd,316547
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,320028
Germany,Berlin,Mitte,Brunnenstr. Süd,320279
Germany,Berlin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,320305
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,321295
Germany,Berlin,Tempelhof - Schöneberg,Friedenau,321308
Germany,Berlin,Mitte,Brunnenstr. Süd,321378
Germany,Berlin,Pankow,Prenzlauer Berg Ost,322463
Germany,Berlin,Pankow,Prenzlauer Berg Nord,322520
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,323243
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,323250
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,323255
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,323259
Germany,Berlin,Neukölln,Neuköllner Mitte/Zentrum,323260
Germany,Berlin,Neukölln,Reuterstraße,323920
Germany,Berlin,Neukölln,Reuterstraße,323951
Germany,Berlin,Steglitz - Zehlendorf,Schloßstr.,325979
Germany,Berlin,Pankow,Pankow Zentrum,326566
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,326608
Germany,Berlin,Tempelhof - Schöneberg,Schöneberg-Süd,327442
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,327773
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,328255
Germany,Berlin,Pankow,Prenzlauer Berg Nord,329648
Germany,Berlin,Mitte,Brunnenstr. Süd,334133
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,335273
Germany,Berlin,Mitte,Alexanderplatz,336482
Germany,Berlin,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,341910
Germany,Berlin,Pankow,Helmholtzplatz,342637
Germany,Berlin,Charlottenburg-Wilm.,Kurfürstendamm,343190
Germany,Berlin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,344856
Germany,Berlin,Pankow,Prenzlauer Berg Südwest,344986
Germany,Berlin,Charlottenburg-Wilm.,Otto-Suhr-Allee,345373
Germany,Berlin,Treptow - Köpenick,Alt  Treptow,346404
Germany,Berlin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,347762
Germany,Berlin,Mitte,Alexanderplatz,348262
Germany,Berlin,Charlottenburg-Wilm.,Neue Kantstraße,352998
Germany,Berlin,Treptow - Köpenick,Altglienicke,354033
Germany,Berlin,Mitte,Moabit Ost,355227
Germany,Berlin,Pankow,Blankenburg/Heinersdorf/Märchenland,355494
Germany,Berlin,Friedrichshain-Kreuzberg,nördliche Luisenstadt,357984
